fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/8,11,2A8PLLRR9HDYTZYL,active,-,-,-,yes,The poor phone shades.
0/ 0/8,12,1M7GWTZ54BS2WN84,active,-,-,-,yes,The mere tamale exercises.
0/ 0/8,13,UGHIA7STKXN69E3Y,active,online,normal,mismatch,no,The fast id strikes.
0/ 0/8,14,PLB3PPPTC3VEVG49,active,offline,initial,initial,no,The sleepy music-box mentors.
0/ 0/8,15,B6RM9YP1HFHA413D,active,offline,initial,initial,no,The dizzy executive computes.
0/ 0/8,16,YL1ZESSBO5Z92EVN,active,offline,initial,initial,no,The unsightly patience precedes.
0/ 0/8,17,J44M858CREZJNTT9,active,offline,initial,initial,no,The stimulating hydrofoil irritates.
0/ 0/8,18,48ATM3WW9CSSXXFQ,active,online,normal,mismatch,no,The bizarre pantyhose robs.
0/ 0/8,19,Q1BG4M8KQQIKEDF5,active,online,normal,mismatch,no,The massive strap revises.
0/ 0/8,20,R7UI0VNXGE1557PG,active,-,-,-,yes,The oval bullet grabs.
0/ 0/8,21,RXB40FQH1206SPAX,active,-,-,-,yes,The funny crewmate exceeds.
0/ 0/8,22,YX0JCJ7SMDRWM2HG,active,online,normal,match,no,The brief content enters.
0/ 0/8,23,WTTFFU08ZMLB8HZD,active,offline,initial,initial,no,The high-pitched outlook wakes.
0/ 0/8,24,A66WGVLQNHAVZ5P3,active,offline,initial,initial,no,The fantastic tab ruins.
0/ 0/8,25,R587EANOBL2X4YZD,active,online,normal,match,no,The glamorous diversity peeps.
0/ 0/8,26,END8ZUT1NFG0JM1I,active,online,normal,match,no,The judicious still dramatizes.
0/ 0/8,27,XHNZD6Y23R3MUVFC,active,-,-,-,yes,The imminent stay begins.
0/ 0/9,0,AO6K1LCIL23PAC3J,active,online,normal,match,no,The good dependent misleads.
0/ 0/9,1,CY580GWNO8EB72LB,active,online,normal,mismatch,no,The skillful strife coaches.
0/ 0/9,2,1TS1EC4F556TNFCV,active,online,normal,match,no,The homely utensil signs.
0/ 0/9,3,9Q68TPJII4E9WCMC,active,online,normal,match,no,The subdued brushing forsakes.
0/ 0/9,4,6S4A22O7SIBG4RRA,active,online,normal,mismatch,no,The absent neuropathologist forgets.
0/ 0/9,5,NG9EDIN30TXFGSU1,active,online,normal,mismatch,no,The fortunate symptom reflects.
0/ 0/9,6,6LEI7I2XE2NQQPSI,active,online,normal,match,no,The abounding roar lies.
0/ 0/9,7,XYGB7GGD0D4TOABX,active,-,-,-,yes,The aberrant chaos rejects.
0/ 0/9,8,G6G7QVXENMS8VLD4,active,offline,initial,initial,no,The cagey viscose stimulates.
0/ 0/9,9,UAF5ELHHAUOGDJB1,active,offline,initial,initial,no,The hurt hood protects.
0/ 0/9,10,A4PNX23KLF3REQPH,active,-,-,-,yes,The weak downturn dances.
0/ 0/9,11,UMQ0OYS6CFAIWCHU,active,offline,initial,initial,no,The thinkable spawn bumps.
0/ 0/10,0,A6FZ9A4NWBMUT0DI,active,online,normal,match,no,The shivering spec shops.
0/ 0/10,1,Z3YLLNPIMA9UZZL1,active,-,-,-,yes,The glossy archeology means.
0/ 0/10,2,GAGP2G763HRFCBZ6,active,online,normal,mismatch,no,The lazy tsunami rejoices.
0/ 0/10,3,6YCF5WBGOEJTKUO5,active,offline,initial,initial,no,The quickest human hunts.
0/ 0/10,4,W1CES2VADRLO5T3N,active,online,normal,mismatch,no,The silly forager inlays.
0/ 0/10,5,RFY8Q6FEGAXREZJM,active,offline,initial,initial,no,The alluring thongs bombs.
0/ 0/10,6,6VIYWQC08HVNPSB0,active,online,normal,mismatch,no,The uppity fish hates.
0/ 0/10,7,JLWZPS9S0W9O1K5B,active,-,-,-,yes,The hollow signet presides.
0/ 0/10,8,RWTM2B8F1JGF4H7Q,active,online,normal,mismatch,no,The lethal electrocardiogram treats.
0/ 0/10,9,29H08650MCNG4UFG,active,online,normal,match,no,The snotty ideology forgets.
0/ 0/10,10,M24UW4MLMOUZJZED,active,online,normal,match,no,The youthful nudge proposes.
0/ 0/10,11,EBJZT4D5YH2FWW3E,active,offline,initial,initial,no,The deeply mango forsakes.
0/ 0/10,12,8YLAKQWEGGWCUZN3,active,online,normal,match,no,The flagrant sailor claims.
0/ 0/10,13,A9J2M4TRLCJZXNL0,active,online,normal,match,no,The painful villa graduates.
0/ 0/10,14,XY4SB2X4U4FWCKJI,active,online,normal,match,no,The bashful patriot behaves.
0/ 0/10,15,3NH6AMK3FCUZMQ1P,active,online,normal,match,no,The mere intercourse justifies.
0/ 0/10,16,OJ9NKRGE6R8UM995,active,offline,initial,initial,no,The new substance establishes.
0/ 0/10,17,2ARXDZHP8IIU9GFW,active,-,-,-,yes,The woebegone narrative touches.
0/ 0/10,18,0B4HUI1F1FZ3X6IM,active,offline,initial,initial,no,The poised freezing undertakes.
0/ 0/10,19,USMM1C6UCEQF8EC0,active,offline,initial,initial,no,The royal sexuality scolds.
0/ 0/10,20,09CB7PUTO5YU9FWD,active,-,-,-,yes,The tricky front rejects.
0/ 0/10,21,N9TJEI9T59YFCDBR,active,online,normal,mismatch,no,The thundering slice reflects.
0/ 0/10,22,R9ZWC8F41BEMQ4EI,active,offline,initial,initial,no,The teeny-tiny stimulus strives.
0/ 0/10,23,41K8W1FXU6SCIVWG,active,online,normal,mismatch,no,The different fitness ends.
0/ 0/10,24,TS5MDFC6ZQSWZSP8,active,-,-,-,yes,The overt decision paints.
0/ 0/10,25,308BYMH5IP5RZZ0C,active,online,normal,mismatch,no,The greedy colon activates.
0/ 0/10,26,JRAPD8MEA605NOUW,active,online,normal,match,no,The tacky controversy kneels.
0/ 0/10,27,KYXEYI10NR4CIO6V,active,online,normal,mismatch,no,The miscreant board speaks.
0/ 0/10,28,NGGOI4NHBW69SVWT,active,online,normal,mismatch,no,The solid grandma sorts.
0/ 0/10,29,CUW46TUG06QJNALT,active,offline,initial,initial,no,The yellow tailspin details.
0/ 0/10,30,Z50WPU62RQ8V74HW,active,online,normal,mismatch,no,The unarmed exhaustion sprays.
0/ 0/10,31,EAI1R8ESCZKN16AL,active,online,normal,match,no,The sordid asset speaks.
0/ 0/11,0,12HYSWQNI5J0JE47,active,online,normal,mismatch,no,The sordid chill wipes.
0/ 0/11,1,4XPVSWS4ZMAHL8U7,active,-,-,-,yes,The lovely accuracy withholds.
0/ 0/11,2,IET7BSKLTTL6NS9L,active,online,normal,mismatch,no,The astonishing omission maintains.
0/ 0/11,3,JPRVDB43ND04MV0N,active,online,normal,match,no,The wistful transfer irritates.
0/ 0/11,4,I0ED83JVWFJFHJ33,active,online,normal,mismatch,no,The marked stadium eats.
0/ 0/11,5,7W1RW7MFVW7DBB5Z,active,online,normal,mismatch,no,The scintillating permafrost tells.
0/ 0/11,6,SVWPGMTMB14XFOPP,active,online,normal,mismatch,no,The debonair silk catalogs.
0/ 0/11,7,9NAMSM7CV3PE773T,active,-,-,-,yes,The selective pocketbook observes.
0/ 0/11,8,3XCX65LN9K6FHOQK,active,offline,initial,initial,no,The dirty eviction designs.
0/ 0/11,9,JCN5MCEKKE1ZX6RX,active,online,normal,match,no,The obsolete bakeware travels.
0/ 0/11,10,6LOO0JJB0DJRP2MQ,active,online,normal,mismatch,no,The unbecoming cruelty pedals.
0/ 0/11,11,A9T21LD9OWMC1SZZ,active,offline,initial,initial,no,The large hub strips.
0/ 0/11,12,QCUJVPN15M447HKQ,active,-,-,-,yes,The pointless recognition belongs.
0/ 0/11,13,YK6P26WFAA2U88NS,active,offline,initial,initial,no,The anxious insectarium hovers.
0/ 0/12,0,8PZ87TS5EVQ7NA3A,active,online,normal,mismatch,no,The jealous usher whistles.
0/ 0/12,1,SRCJ9UT4IP7PUT9Z,active,-,-,-,yes,The giant cardigan crashes.
0/ 0/12,2,13EHH9SHKZ6NH6FB,active,online,normal,mismatch,no,The temporary clarity waters.
0/ 0/12,3,GMBWSZK9RVMR2X4K,active,-,-,-,yes,The quiet sponge manipulates.
0/ 0/12,4,I7PQGX41J5OB1JQZ,active,-,-,-,yes,The changeable analgesia sings.
0/ 0/12,5,UBODDA0MW5XD3S24,active,online,normal,match,no,The agreeable factor exists.
0/ 0/12,6,JO7YIZVIZNVDQRR0,active,offline,initial,initial,no,The lucky chandelier paddles.
0/ 0/12,7,M1KGSUG1841PYE8B,active,online,normal,mismatch,no,The nice forestry marches.
0/ 0/12,8,MIPHX7LAG2GS9Y63,active,online,normal,match,no,The nutritious evening-wear clothes.
0/ 0/12,9,NMKT6VYEPZXF4LRH,active,offline,initial,initial,no,The eager TV draws.
0/ 0/12,10,9QJGOERQ3N3WSOAA,active,-,-,-,yes,The tan passion admits.
0/ 0/12,11,917JFBS8N54HPLND,active,-,-,-,yes,The condemned eurocentrism orders.
0/ 0/12,12,28569ENM26WGN6YU,active,-,-,-,yes,The short happening thanks.
0/ 0/12,13,IGMJS3CIT2RSAIOV,active,offline,initial,initial,no,The boorish draw welcomes.
0/ 0/12,14,YS941QJTLWAOZG87,active,online,normal,match,no,The narrow artichoke interferes.
0/ 0/12,15,O5EWG1VYZ4U4ZMM8,active,-,-,-,yes,The spiffy seafood watches.
0/ 0/12,16,6DKVZLTYKHICDJOJ,active,online,normal,match,no,The ancient bloom stores.
0/ 0/12,17,J07N3KTU5PTHZRJA,active,offline,initial,initial,no,The majestic public battles.
0/ 0/12,18,D1MIRJSVFYWQ3036,active,online,normal,mismatch,no,The ruddy lieutenant sews.
0/ 0/12,19,VX8ZJVTV0UHSZRC5,active,online,normal,mismatch,no,The shaky mineral rids.
0/ 0/12,20,BWITAH2CT37E93U6,active,offline,initial,initial,no,The adhesive semantics detects.
0/ 0/12,21,KTC8EB10Y23M6P9K,active,offline,initial,initial,no,The aboard skylight identifies.
0/ 0/12,22,XTRZ31KEVOCUIK4O,active,offline,initial,initial,no,The proud cliff parks.
0/ 0/12,23,DMAVZP3OLWCSOGO4,active,online,normal,mismatch,no,The smiling harp explains.
0/ 0/12,24,QWM3ET0OJS61UO9H,active,online,normal,match,no,The obedient verse chews.
0/ 0/12,25,0IBNGX2WTZ0EW49W,active,offline,initial,initial,no,The redundant deck programs.
0/ 0/12,26,K2XOQ8CPOPJBJ09M,active,-,-,-,yes,The auspicious rutabaga speaks.
0/ 0/12,27,SB1DO19993UNG97D,active,online,normal,mismatch,no,The deadpan eponym undresses.
0/ 0/13,0,J6JZ0LEZZTXDEE0W,active,online,normal,match,no,The icky monger revises.
0/ 0/13,1,GMJ7TAH5I7RYGQS3,active,offline,initial,initial,no,The bumpy belly exhibits.
0/ 0/13,2,GIT4B8ZW0YZL956W,active,online,normal,match,no,The exultant citizen completes.
0/ 0/13,3,C9OHF7AYKTVIYNF4,active,offline,initial,initial,no,The better compensation signs.
0/ 0/13,4,S4UK58DHPJ4XQE1K,active,online,normal,mismatch,no,The guttural patrimony bathes.
0/ 0/13,5,0UJ4GG7N0KIBIQ5Y,active,online,normal,mismatch,no,The shivering heart practices.
0/ 0/13,6,DXZF02M2HQHCEBBV,active,offline,initial,initial,no,The uncovered magnet shelters.
0/ 0/13,7,5F6Z6C6WV9QWVY1D,active,online,normal,mismatch,no,The heavy cutover inlays.
0/ 0/13,8,4ZX0IFW742GE301R,active,online,normal,mismatch,no,The guiltless reprocessing vexes.
0/ 0/13,9,USUPFVJ818VL1Z6R,active,-,-,-,yes,The ubiquitous hygienic utilizes.
0/ 0/13,10,XW2MYPCMCHMM0E8J,active,online,normal,match,no,The slow alphabet claps.
0/ 0/13,11,T9SP7FIYCXBZMD27,active,-,-,-,yes,The fine governor attends.
0/ 0/13,12,G6MPIUW8T00LRL5H,active,offline,initial,initial,no,The graceful reclamation spots.
0/ 0/13,13,VG1GMSI3DNJ6S208,active,online,normal,match,no,The hallowed contrail hypothesizes.
0/ 0/13,14,OFT4JPT5J6KZRQM3,active,offline,initial,initial,no,The busy roof faxes.
0/ 0/13,15,DI15QEWWLZRS9KD9,active,offline,initial,initial,no,The strange bijou wrestles.
0/ 0/13,16,X16PG4ADUICPM5SI,active,-,-,-,yes,The deranged ammunition shares.
0/ 0/13,17,B50XJZC96FETT1R9,active,offline,initial,initial,no,The tearful footstep lives.
0/ 0/13,18,T3OVH1XEJ36EP8MV,active,online,normal,match,no,The plucky pail slinks.
0/ 0/13,19,W6KXYMNXBLH4K1RO,active,-,-,-,yes,The jobless vintner trips.
0/ 0/13,20,UJQF6HPTI0IJTWTN,active,online,normal,mismatch,no,The gifted radar names.
0/ 0/13,21,9SFKRBQ3E5FOH62N,active,-,-,-,yes,The red fence clothes.
0/ 0/13,22,30YIX4UWOOPHA1RZ,active,-,-,-,yes,The exultant seagull refers.
0/ 0/13,23,9QNSTMOBFNKILQGV,active,offline,initial,initial,no,The adorable accordance sees.
0/ 0/13,24,V4WRWHA3D9VD8PIK,active,-,-,-,yes,The grouchy shopper hammers.
0/ 0/13,25,M4EXY2T4GIWM16VE,active,offline,initial,initial,no,The knowledgeable formamide annoys.
0/ 0/13,26,N9WU00L2VCQVCHP6,active,online,normal,mismatch,no,The wakeful pink admires.
0/ 0/13,27,LNR2MYLFYR6132XD,active,offline,initial,initial,no,The muddled unemployment organizes.
0/ 0/13,28,PQCYPL6TC9S8KGTP,active,online,normal,match,no,The momentous jute protects.
0/ 0/13,29,D41WN28R9JCFAT5G,active,offline,initial,initial,no,The draconian temptation carries.
0/ 0/13,30,DHEOEEX9JGIABU3A,active,offline,initial,initial,no,The alluring liver taps.
0/ 0/13,31,AO41IIXGSUG40RFO,active,offline,initial,initial,no,The efficacious perspective squeezes.
0/ 0/14,0,CLTPTV69AF8RDC0S,active,-,-,-,yes,The foregoing shootdown uses.
0/ 0/14,1,OTTGYNCFFVOXHCHB,active,online,normal,mismatch,no,The melodic sandpaper admits.
0/ 0/14,2,IT9P94YWOG4CWF38,active,online,normal,match,no,The kindhearted suitcase synthesizes.
0/ 0/14,3,6HJHST3OCQM2KR3N,active,online,normal,mismatch,no,The encouraging technology evaluates.
0/ 0/14,4,4J5JWNULSUD0P6R7,active,offline,initial,initial,no,The sedate due copies.
0/ 0/14,5,U7ZAPKXHHXA6IZO7,active,online,normal,match,no,The psychedelic midline upgrades.
0/ 0/14,6,WFCJG27IPZCPRZFK,active,-,-,-,yes,The profuse lane formulates.
0/ 0/14,7,VNUUA3P97INRYJPP,active,online,normal,mismatch,no,The womanly allergist stains.
0/ 0/14,8,VYJGKN0TQ4KEH1RK,active,-,-,-,yes,The old-fashioned cursor saves.
0/ 0/14,9,MRSVYE4XAPJJGBAM,active,-,-,-,yes,The pleasant horde screws.
0/ 0/14,10,6T4TA9L7WHHB3PZD,active,online,normal,mismatch,no,The satisfying detective scares.
0/ 0/14,11,ACHC1C4ZDGNJSJH4,active,offline,initial,initial,no,The snobbish owner drums.
0/ 0/14,12,FUQ69PYP452W2YLX,active,online,normal,match,no,The abandoned decline cheats.
0/ 0/14,13,W8YVL0WLK2NYZQ5M,active,online,normal,match,no,The berserk dump replaces.
0/ 0/14,14,1F7A7R9HXUC6VVIP,active,online,normal,mismatch,no,The sticky hydrocarbon changes.
0/ 0/14,15,EP7FN6M8JUL7869L,active,online,normal,mismatch,no,The imaginary veldt targets.
