fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/1,8,XE4GB5P68HYEW40A,active,online,normal,mismatch,no,The solid wit becomes.
0/ 0/1,9,3G2A1B7DWRI2YETM,active,online,normal,match,no,The righteous enclosure gets.
0/ 0/1,10,K1J0YNFM71PRDN24,active,offline,initial,initial,no,The honorable homogenate quits.
0/ 0/1,11,HS76UE8QPOLIMXOW,active,online,normal,match,no,The funny simvastatin represents.
0/ 0/1,12,S54K1YGGK52JSR65,active,online,normal,mismatch,no,The wealthy crane takes.
0/ 0/1,13,OYB8QGU8LOFUWGAZ,active,-,-,-,yes,The exuberant spectacle regulates.
0/ 0/1,14,BGYCOQ4OGTMK9K3P,active,offline,initial,initial,no,The lamentable dead arrests.
0/ 0/1,15,XRBFYRGRJ6G6KDE2,active,online,normal,mismatch,no,The skillful bank injects.
0/ 0/1,16,2VRSWNB7NZAHFRHI,active,offline,initial,initial,no,The direful spit forgives.
0/ 0/1,17,W9SVSB3UDMM8GN7S,active,offline,initial,initial,no,The spectacular cosset deserves.
0/ 0/1,18,O28B3YI09Q6DEVI3,active,online,normal,match,no,The comfortable lout bites.
0/ 0/1,19,GHPWSRXTZYIVUWWH,active,online,normal,match,no,The cloistered beggar sparkles.
0/ 0/1,20,FU0CWT99W28PX462,active,offline,initial,initial,no,The redundant structure reaches.
0/ 0/1,21,VE1F6Z8VE1Y1KZ9P,active,offline,initial,initial,no,The wee denominator interlays.
0/ 0/1,22,B855OOMHT6ANSPGH,active,-,-,-,yes,The thoughtful junker verifies.
0/ 0/1,23,Y2XC6PGZ6H0JQZO6,active,offline,initial,initial,no,The nappy entertainment arbitrates.
0/ 0/2,0,4SNSTFO3GPULZ8B2,active,-,-,-,yes,The ambiguous story-telling affords.
0/ 0/2,1,C1JJ74O4V5GG664K,active,-,-,-,yes,The panoramic diam dissects.
0/ 0/3,0,M81FC3D5VB2JW8VI,active,-,-,-,yes,The spicy billing troubleshoots.
0/ 0/3,1,F754IX73XIPT0D2X,active,online,normal,mismatch,no,The jaded giggle exercises.
0/ 0/3,2,YFKRMEJ24IK5JGRK,active,online,normal,mismatch,no,The oafish glut maps.
0/ 0/3,3,W7TJXKLWFP72V0YN,active,offline,initial,initial,no,The elegant east listens.
0/ 0/3,4,MXXBTDDO1UTKT2FF,active,-,-,-,yes,The scattered wad enters.
0/ 0/3,5,ZXJR7X6ZPT4VWAUJ,active,online,normal,mismatch,no,The hushed daddy acteds.
0/ 0/3,6,0J2WV9BIFS0PDM18,active,offline,initial,initial,no,The functional tape interprets.
0/ 0/3,7,AFBY03YFQ6ZJZO8Q,active,online,normal,match,no,The scandalous kidney shrinks.
0/ 0/3,8,BRNGSFCSLOJ98OPD,active,online,normal,mismatch,no,The many physiology matches.
0/ 0/3,9,JG972M1JN1A94PTJ,active,online,normal,match,no,The foolish dictionary plants.
0/ 0/3,10,2AAUNC7R45U1XDXZ,active,online,normal,mismatch,no,The ludicrous neuron calculates.
0/ 0/3,11,SNMV3VE6OMIZA7NG,active,online,normal,mismatch,no,The abaft bidder behaves.
0/ 0/3,12,SM3RL5DV0KV0P8NG,active,-,-,-,yes,The zippy radio transports.
0/ 0/3,13,FS4Z7L0UYPQT5K2Q,active,-,-,-,yes,The gaping tribe busts.
0/ 0/3,14,2DX5H7A5KRH5XJ39,active,online,normal,match,no,The fat swell acteds.
0/ 0/3,15,BLGBFTM87403FHBB,active,-,-,-,yes,The overwrought flow experiments.
0/ 0/3,16,USHLIBZCMLLDBJBY,active,online,normal,mismatch,no,The needy auditorium responds.
0/ 0/3,17,GBRNCVHHKPT6CXP7,active,-,-,-,yes,The melted seafood guarantees.
0/ 0/3,18,XWTQZ2N42OH9IDEA,active,offline,initial,initial,no,The lackadaisical mirror drinks.
0/ 0/3,19,JTY18CUISE8WG2HJ,active,-,-,-,yes,The maddening board trembles.
0/ 0/3,20,EFPF3LXA0YCMZUMW,active,-,-,-,yes,The verdant anyone rejects.
0/ 0/3,21,45PWTK154SLX58TY,active,offline,initial,initial,no,The unadvised lightscreen reconciles.
0/ 0/3,22,XSJ815P1B3KY6N50,active,offline,initial,initial,no,The meek corn loses.
0/ 0/3,23,WU4GID145HEKN595,active,online,normal,match,no,The frantic ordinary zooms.
0/ 0/3,24,Q0LZF5H9I2GHL9G0,active,online,normal,match,no,The murky obsidian mediates.
0/ 0/4,0,R8B07SJ834QSONM0,active,online,normal,mismatch,no,The pointless idiot swings.
0/ 0/4,1,FROMD7N6RCEVB7TP,active,-,-,-,yes,The luxuriant shirt applauds.
0/ 0/4,2,MW8J071RWLD7FZYW,active,online,normal,match,no,The greasy tape produces.
0/ 0/4,3,Y3G3LYF6G16LA5FU,active,offline,initial,initial,no,The tan age educates.
0/ 0/4,4,VMKSGQPVYU067XEX,active,online,normal,mismatch,no,The distinct hummus irritates.
0/ 0/4,5,RE4BQXH5LHX4C4I2,active,offline,initial,initial,no,The invincible white ends.
0/ 0/4,6,5F5H6ROZ3UGB8LVR,active,online,normal,mismatch,no,The gruesome voyage bores.
0/ 0/4,7,RY1DF9M381YKTOM2,active,online,normal,mismatch,no,The smiling plenty sorts.
0/ 0/4,8,U4ZSJMJZT0O4L3LA,active,-,-,-,yes,The energetic microwave warms.
0/ 0/4,9,A8VYTAE1WALA8BV6,active,offline,initial,initial,no,The spicy veranda sets.
0/ 0/4,10,8NE2XWV4H38JXT29,active,offline,initial,initial,no,The lean shred punctures.
0/ 0/4,11,SSCSDBJ3HD0NLX4E,active,online,normal,match,no,The cynical instrumentation picks.
0/ 0/4,12,8EXIL12WMWO3UMQZ,active,-,-,-,yes,The deeply sweatsuit squeezes.
0/ 0/4,13,POZ4ML50FUPQRO4K,active,online,normal,match,no,The wide lode negotiates.
0/ 0/4,14,NJXUSDTQOUXK78SV,active,offline,initial,initial,no,The stingy stylus detects.
0/ 0/4,15,0PTWHCDNZO89F200,active,offline,initial,initial,no,The finicky notice ranks.
0/ 0/4,16,R51KVRH885H7HW76,active,online,normal,mismatch,no,The dazzling fragrance binds.
0/ 0/4,17,6ED3UGN24MGL47TH,active,online,normal,mismatch,no,The rainy max winks.
0/ 0/4,18,ZCS5ETSIUZ0XU1JP,active,-,-,-,yes,The funny worker encourages.
0/ 0/4,19,GWSI90QR0T3MYFBW,active,online,normal,match,no,The dead finding heads.
0/ 0/5,0,LYV103SSYQLV1CC6,active,online,normal,match,no,The standing chamber unfastens.
0/ 0/5,1,AN206N7OE2SN8ACW,active,online,normal,match,no,The empty fish bursts.
0/ 0/5,2,6V8WZL9LTFYHMO0N,active,offline,initial,initial,no,The careful poetry harasses.
0/ 0/5,3,DL7SRDXXXALLXM0R,active,offline,initial,initial,no,The industrious conduct gets.
0/ 0/5,4,KT1N9DXZ4B5DN0U2,active,-,-,-,yes,The wandering corporatism stands.
0/ 0/5,5,AIHK4ZEVNGYJ102Q,active,offline,initial,initial,no,The nostalgic technologist meets.
0/ 0/5,6,6RG08J9L023ZP6UK,active,-,-,-,yes,The acrid beanstalk mates.
0/ 0/5,7,6QMV1OHY138PUY14,active,online,normal,mismatch,no,The big hyena forgives.
0/ 0/5,8,IIH47BEQ28SKR672,active,offline,initial,initial,no,The vacuous niche reminds.
0/ 0/5,9,HYDML1I762DD6UCN,active,online,normal,match,no,The wide hydrolysis slips.
0/ 0/5,10,A09SK9VLYIIUBJBX,active,online,normal,mismatch,no,The coherent knickers cracks.
0/ 0/5,11,R0GSIIP73MZQBD6J,active,-,-,-,yes,The steep colonial whistles.
0/ 0/5,12,SZ9N0EOVK4DAKB8Y,active,online,normal,mismatch,no,The tough common stamps.
0/ 0/5,13,WNO0IW63I3TKJZW5,active,-,-,-,yes,The malicious instrumentation buzes.
0/ 0/5,14,EZZZYWW5DV672LZN,active,online,normal,match,no,The careful zebra mistakes.
0/ 0/5,15,W6TF2LDXOCCL2T8J,active,-,-,-,yes,The noiseless checkroom drains.
0/ 0/5,16,A6TQ2CUCZSBMHJHW,active,offline,initial,initial,no,The ignorant platypus contains.
0/ 0/5,17,QP08KA0Y52JM8AGS,active,-,-,-,yes,The torpid anorak crosses.
0/ 0/5,18,69U5WRTGVXHUN5CT,active,offline,initial,initial,no,The abhorrent bankruptcy tips.
0/ 0/5,19,FLUP3OLGZJBHIEKV,active,-,-,-,yes,The loutish bog empties.
0/ 0/5,20,T910VELAPJ3DOI6E,active,online,normal,mismatch,no,The decisive mother induces.
0/ 0/5,21,DKZ88H9CDS8NMR20,active,online,normal,mismatch,no,The maniacal talk hears.
0/ 0/6,0,9P3CZ0IQTKN34DBQ,active,online,normal,match,no,The scientific tattler expects.
0/ 0/6,1,VRWSX8BJYRBX373V,active,offline,initial,initial,no,The miniature shred pays.
0/ 0/6,2,BV2QO95SNET43F3Y,active,offline,initial,initial,no,The questionable booty receives.
0/ 0/6,3,NH789FOZZ1ZE5I1U,active,online,normal,mismatch,no,The petite land posts.
0/ 0/7,0,6J06LWJ87VDX7WDH,active,online,normal,match,no,The dull spree zooms.
0/ 0/7,1,Y1SQUN6RAOE00V9E,active,online,normal,match,no,The instinctive sanctuary ensures.
0/ 0/7,2,OY12AP4X41R0JMBO,active,online,normal,match,no,The astonishing cross-stitch looks.
0/ 0/7,3,79L3VP87WSM30NFV,active,online,normal,match,no,The lopsided know-how beams.
0/ 0/7,4,OGZO69QY7NLS3P71,active,online,normal,match,no,The hypnotic thyme greases.
0/ 0/7,5,VSBESQPBX77RDT3W,active,online,normal,match,no,The hurt waist behaves.
0/ 0/7,6,751PMXOV8JGU8VQT,active,online,normal,match,no,The sable snuggle ranks.
0/ 0/7,7,RXMOCL0A5O8PVR0G,active,offline,initial,initial,no,The hysterical bikini leds.
0/ 0/7,8,70QFMIXR9B8N7FK4,active,offline,initial,initial,no,The habitual antling briefs.
0/ 0/7,9,6UGE9LG1SQAR902R,active,-,-,-,yes,The spectacular handsaw sows.
0/ 0/7,10,XCXPICI4AHEFSNA0,active,-,-,-,yes,The wealthy photo gos.
0/ 0/7,11,IZ1OZFS9GJ9WH1R0,active,offline,initial,initial,no,The woebegone venture facilitates.
0/ 0/7,12,L7AT7K4WQMHGE1TF,active,offline,initial,initial,no,The pointless group implements.
0/ 0/7,13,DZCU783CGWZ0BNDH,active,-,-,-,yes,The brief washer activates.
0/ 0/7,14,S5YTK1UH3RP38KWD,active,online,normal,mismatch,no,The gainful tributary replies.
0/ 0/7,15,NMIY45MFKNUX0IPU,active,online,normal,mismatch,no,The vivacious thistle correlates.
0/ 0/7,16,VTXVNFLNSJAIZO99,active,online,normal,match,no,The disagreeable eyelash enlists.
0/ 0/7,17,0IVW3WJ54AOP38K1,active,-,-,-,yes,The reminiscent dessert suits.
0/ 0/7,18,ZOY4ECOH7GPBGO5V,active,online,normal,match,no,The rampant detention slides.
0/ 0/7,19,462COI0A1YTMKZEW,active,online,normal,match,no,The abrasive appearance stands.
0/ 0/7,20,5Q4H1LLBKZSXLPZN,active,offline,initial,initial,no,The gainful pheasant admits.
0/ 0/7,21,PJTCX8F5AAA80M7J,active,offline,initial,initial,no,The used developing forces.
