fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/1,14,Q99B8KS08GRMFVAN,active,online,normal,mismatch,no,The tacky placebo belongs.
0/ 0/1,15,O99A4X0BUI9H5X8D,active,-,-,-,yes,The acceptable task juggles.
0/ 0/1,16,RLXKPCJ9HGUZ9T3U,active,online,normal,mismatch,no,The soft freckle backs.
0/ 0/1,17,93HA46E22BB6MDJ0,active,offline,initial,initial,no,The overjoyed inspector plugs.
0/ 0/1,18,DEF8DJO9X43O0T84,active,online,normal,mismatch,no,The giant back-up excuses.
0/ 0/1,19,QM8FQRRVERH111O4,active,offline,initial,initial,no,The maniacal simplicity demonstrates.
0/ 0/1,20,JYCJWSPPQYVN3HQY,active,offline,initial,initial,no,The lying testing lands.
0/ 0/1,21,DV83K2FCG57YQBKK,active,online,normal,mismatch,no,The understood judo sins.
0/ 0/1,22,ZOYA9DHEPVGKERP1,active,offline,initial,initial,no,The hot gorilla diagnoses.
0/ 0/1,23,BAGUIBHIKIHR6TSB,active,online,normal,match,no,The adaptable harp joins.
0/ 0/1,24,CUDAGRLIBA3KDM1T,active,online,normal,match,no,The nervous purchase obeys.
0/ 0/1,25,VA4K4A3I92FGXUJ7,active,-,-,-,yes,The grumpy ascot warms.
0/ 0/2,0,K9ES39RHXOWX0SG9,active,offline,initial,initial,no,The steep main sleeps.
0/ 0/2,1,05Y5T4B7Z9DLV0IR,active,-,-,-,yes,The flat wafer enacteds.
0/ 0/2,2,QGJ18WPWL63GGSGZ,active,online,normal,mismatch,no,The smoggy prostanoid wears.
0/ 0/2,3,R202IUYDCFKZR1ST,active,-,-,-,yes,The colorful dreamer doubts.
0/ 0/2,4,S831Y9DFTG1AWAA7,active,online,normal,match,no,The merciful scooter describes.
0/ 0/2,5,ZQMJTE6R2KPGHKPQ,active,online,normal,mismatch,no,The naughty operation pricks.
0/ 0/2,6,ENGCQXP8HC0HQK4C,active,-,-,-,yes,The pastoral counselor guesses.
0/ 0/2,7,ZRBRZOAAKGXNGE7V,active,-,-,-,yes,The cuddly cheek bears.
0/ 0/2,8,2A6YW7ZZDHY7WJE8,active,online,normal,mismatch,no,The accidental bowl pushes.
0/ 0/2,9,AC2KURVK29BDKB88,active,offline,initial,initial,no,The towering tarragon sprouts.
0/ 0/2,10,ZMP8EP73H14CRQLL,active,online,normal,mismatch,no,The holistic sunday scares.
0/ 0/2,11,GX1DYDU0YQ9GJROC,active,online,normal,mismatch,no,The labored clipper drains.
0/ 0/2,12,M3VD864OZVPRKOHI,active,-,-,-,yes,The incompetent bamboo buries.
0/ 0/2,13,ONGU982800MCATDZ,active,online,normal,match,no,The nonchalant ad scratches.
0/ 0/2,14,77T1WLREBWZVCV06,active,offline,initial,initial,no,The wicked lightscreen notices.
0/ 0/2,15,HTBOQJMH3VWIWZB3,active,-,-,-,yes,The fragile recession awakes.
0/ 0/3,0,ON952A1AXJXMGKCZ,active,online,normal,mismatch,no,The flippant sectional sips.
0/ 0/3,1,ISV32QAPQK0H3Z34,active,online,normal,mismatch,no,The giddy misnomer devises.
0/ 0/3,2,4DN6Z0L88HBNHULP,active,offline,initial,initial,no,The foregoing lighting editeds.
0/ 0/3,3,B63Z3S46OSBM63AF,active,online,normal,mismatch,no,The deserted universe fixes.
0/ 0/3,4,FC7DTW3CX5P2WNXH,active,-,-,-,yes,The wide-eyed brochure appears.
0/ 0/3,5,05YDYMT2W82T1PYS,active,offline,initial,initial,no,The tense boon avoids.
0/ 0/3,6,GW8DVWBH560Z6VUE,active,-,-,-,yes,The hurt subgroup digs.
0/ 0/3,7,GDTZB19AJLLQ65CE,active,online,normal,mismatch,no,The tart timpani gets.
0/ 0/3,8,I4ER11S3F8YZU58E,active,-,-,-,yes,The hissing infancy frames.
0/ 0/3,9,JTHWR448FSL5FJR9,active,-,-,-,yes,The fluttering diabetes entertains.
0/ 0/3,10,7YMNKL8UK7KRG4DJ,active,offline,initial,initial,no,The nice dwelling translates.
0/ 0/3,11,N3XFW30IO5HX6R1B,active,offline,initial,initial,no,The ripe journey surprises.
0/ 0/3,12,R03UBFFVH4OWZM5V,active,online,normal,match,no,The fuzzy liner institutes.
0/ 0/3,13,UND51UT83WQFQGQD,active,online,normal,match,no,The noxious inlay becomes.
0/ 0/3,14,QMID1KJXA9DW16GC,active,offline,initial,initial,no,The woebegone trooper sips.
0/ 0/4,0,2XNVIP8P6IQ411E5,active,online,normal,match,no,The changeable prejudice misunderstands.
0/ 0/4,1,9NBL1KOSAZKKHTOX,active,offline,initial,initial,no,The gifted eyelids avoids.
0/ 0/4,2,U1TU03RF953YAVCN,active,online,normal,match,no,The great havoc systemizes.
0/ 0/4,3,94UT7UHXFE4S1JNR,active,online,normal,mismatch,no,The mature lemon grinds.
0/ 0/4,4,LEUKJ8DS36KNSN31,active,online,normal,match,no,The parched savage points.
0/ 0/4,5,5F604K6GU1SGXU01,active,online,normal,match,no,The loud iridescence proofreads.
0/ 0/4,6,HTJ66NXRU3RW89ZM,active,-,-,-,yes,The helpless pond punches.
0/ 0/4,7,376GN0XZ2CBML3YW,active,online,normal,mismatch,no,The satisfying aglet observes.
0/ 0/4,8,X246GJVW8BM3XHNM,active,offline,initial,initial,no,The adamant sick attends.
0/ 0/4,9,Y5W1CTRK6G2DJ6RW,active,online,normal,match,no,The ludicrous customer relaxes.
0/ 0/4,10,8SVG1YSXBAXFA9XG,active,online,normal,match,no,The loutish kiosk bows.
0/ 0/4,11,SHIDWBWLX8O2FPCL,active,online,normal,mismatch,no,The profuse difference rehabilitates.
0/ 0/4,12,DAW04U1RGLBDVKWY,active,-,-,-,yes,The silky offence blows.
0/ 0/4,13,D7CK1VHLPFS08RME,active,online,normal,mismatch,no,The gruesome console adopts.
0/ 0/4,14,ABJKUVXXU9J93IP2,active,online,normal,match,no,The defeated procurement chooses.
0/ 0/4,15,F6ML0DY1QTY75WD5,active,offline,initial,initial,no,The shy souvenir accepts.
0/ 0/4,16,WXNDPSQZD4NRV94U,active,offline,initial,initial,no,The adorable server radiates.
0/ 0/4,17,MNCPHQA42ZHFR0SV,active,online,normal,match,no,The innocent capitalism appraises.
0/ 0/4,18,GP6G0I0DM10GVXDY,active,online,normal,match,no,The freezing scraper requests.
0/ 0/4,19,69K7ANV9KSZSUIBY,active,-,-,-,yes,The receptive birdhouse catches.
0/ 0/4,20,EE0EFIH7D6NJL0IU,active,online,normal,mismatch,no,The pointless estuary hums.
0/ 0/4,21,A12Z8RQYOQI876CP,active,-,-,-,yes,The dispensable lark analyzes.
0/ 0/4,22,9RTY6W8X86RJ4E2D,active,-,-,-,yes,The wise bust forsakes.
0/ 0/4,23,R6JLMUB7H48VBFFU,active,-,-,-,yes,The disagreeable gripper realizes.
0/ 0/4,24,EDCAJ6Y2IYTPAVGM,active,-,-,-,yes,The vast thigh guarantees.
0/ 0/4,25,WLEOBDHI0XAC9498,active,offline,initial,initial,no,The ultra hydrofoil tests.
0/ 0/4,26,GP82A36M3AQZQM7V,active,online,normal,match,no,The defective warm-up depends.
0/ 0/4,27,NSRULNHBPWRZIMPS,active,online,normal,match,no,The animated faculty prints.
0/ 0/4,28,HFCI4TAFX2DARWYX,active,-,-,-,yes,The alcoholic propane drops.
0/ 0/4,29,GD00WU6IVXE26VOY,active,-,-,-,yes,The precious eaves persuades.
0/ 0/4,30,R8EAJD1F4SYM784L,active,-,-,-,yes,The mindless pattern murders.
0/ 0/4,31,YOOS13LD7R0XHVW9,active,online,normal,mismatch,no,The misty frenzy procures.
0/ 0/5,0,6BA7VNJ23V5JTXMV,active,offline,initial,initial,no,The old autoimmunity verbalizes.
0/ 0/5,1,Q9GCLZEHI1SDSMMJ,active,-,-,-,yes,The understood cyclamen bangs.
0/ 0/5,2,4YVLHU3CZO7VO6TV,active,offline,initial,initial,no,The magenta orchard anticipates.
0/ 0/5,3,XA0IL9ARSMLMLHYG,active,online,normal,mismatch,no,The pumped danger obtains.
0/ 0/5,4,ETS8VGY9A9CC2T0D,active,online,normal,mismatch,no,The cagey driver classifies.
0/ 0/5,5,YP3R8TMM51EEQ2BV,active,offline,initial,initial,no,The alive constellation simplifies.
0/ 0/5,6,68URECXEP5G83M29,active,offline,initial,initial,no,The inexpensive utilisation settles.
0/ 0/5,7,T5BQ6PLSAE5DYUNI,active,offline,initial,initial,no,The tired broadcast weeps.
0/ 0/5,8,AMPAS5UP491DBX00,active,online,normal,match,no,The divergent achiever projects.
0/ 0/5,9,MUM9GEY1KR65334O,active,online,normal,mismatch,no,The torpid leave increases.
0/ 0/5,10,05LKYRDP58OWUW2I,active,online,normal,match,no,The abashed tan achieves.
0/ 0/5,11,WTGO8C9S5UEYQ4BS,active,online,normal,mismatch,no,The woebegone jackal officiates.
0/ 0/5,12,Y5M33NBFE540XLP8,active,offline,initial,initial,no,The sleepy thermometer finalizes.
0/ 0/5,13,GHR0LYCNP52IFMVL,active,-,-,-,yes,The madly heirloom clips.
0/ 0/5,14,HZDPZ5J7WW9VYGZP,active,online,normal,mismatch,no,The offbeat algorithm experiments.
0/ 0/5,15,ML2X8NZCGANCSGTP,active,offline,initial,initial,no,The materialistic date leads.
0/ 0/5,16,7OWZO6342KE8H8T0,active,online,normal,match,no,The quizzical heat forms.
0/ 0/5,17,KC2449P95GRUCVLZ,active,offline,initial,initial,no,The organic fedora precedes.
0/ 0/5,18,8TJ4W1M15ASBMMAR,active,online,normal,match,no,The melted insulation exhibits.
0/ 0/5,19,1R2MXB9Y49N92FGJ,active,offline,initial,initial,no,The faithful bun joins.
0/ 0/5,20,F0WBT73QCBLTXOYY,active,-,-,-,yes,The subsequent shorts sweeps.
0/ 0/5,21,5QKSKTI71555JEUF,active,online,normal,match,no,The fascinated down interviews.
0/ 0/5,22,OV1JRUPXUWYIE2L7,active,offline,initial,initial,no,The dapper sleeping rocks.
0/ 0/5,23,K0RU0A6DUXWX9W9X,active,online,normal,mismatch,no,The distinct e-mail pulls.
0/ 0/5,24,A46B4FOH8VKG43TT,active,offline,initial,initial,no,The aromatic fairness punishes.
0/ 0/5,25,M0UI6PLIRS2XCPWS,active,-,-,-,yes,The soft exclamation levels.
0/ 0/5,26,E2TQLLMHJR1VNOLQ,active,-,-,-,yes,The skillful bankruptcy behaves.
0/ 0/5,27,PLKQHB27SHMWW5G7,active,online,normal,mismatch,no,The huge dare spits.
0/ 0/5,28,G2LH9IR2569E1IR8,active,online,normal,match,no,The important atheist possesses.
0/ 0/5,29,F4DPPPLIN81PZJN9,active,online,normal,match,no,The bashful robe fixes.
0/ 0/6,0,RDEE7BLL4FCI9TAJ,active,online,normal,match,no,The overconfident love prescribes.
0/ 0/6,1,QX861OKSNLV71MIB,active,online,normal,mismatch,no,The fragile retrospectivity matters.
0/ 0/6,2,HSJVEQRAZ13ILCYB,active,-,-,-,yes,The substantial toast arrests.
0/ 0/6,3,W8EHQGU45TIEEPTW,active,online,normal,mismatch,no,The pathetic fulfillment heats.
0/ 0/6,4,WMMYE5XYKA6ZWJUS,active,-,-,-,yes,The perpetual chestnut connects.
0/ 0/6,5,H928L0U634OVN25S,active,offline,initial,initial,no,The brief capitulation irritates.
0/ 0/6,6,YJ2ZSQEHN629HS72,active,offline,initial,initial,no,The redundant interview stamps.
0/ 0/6,7,VBMA9IUMP263GLDA,active,online,normal,mismatch,no,The panoramic hat offends.
0/ 0/6,8,9YPCVO32XVO9HKLD,active,online,normal,mismatch,no,The quixotic creativity returns.
0/ 0/6,9,UU87YRM1RX17O72L,active,offline,initial,initial,no,The profuse quicksand concerns.
0/ 0/6,10,R7QKFIJE5DJGK73Z,active,online,normal,match,no,The abnormal synergy selects.
0/ 0/6,11,8R2SM522G596OS98,active,offline,initial,initial,no,The breezy familiarity rhymes.
0/ 0/6,12,YR085YN2D8WGSHNR,active,online,normal,mismatch,no,The exclusive skean enhances.
0/ 0/6,13,916P011ABPF7TTV4,active,online,normal,mismatch,no,The abusive handrail divides.
0/ 0/6,14,SR5D8N4E1VQFIHP8,active,offline,initial,initial,no,The squalid sunroom displays.
0/ 0/6,15,Z1PA9NT3BMKAZDVL,active,online,normal,match,no,The stormy idea sighs.
0/ 0/6,16,VD8ZTWRO6KTYTAMR,active,-,-,-,yes,The scarce naturalisation glues.
0/ 0/6,17,4IK9P9O9489AG8SI,active,-,-,-,yes,The momentous killing copies.
0/ 0/6,18,EIJX26VN1KFD6SU8,active,-,-,-,yes,The lewd excess abides.
0/ 0/6,19,OSMKOVMFQTSEB00J,active,online,normal,mismatch,no,The worried spirituality wobbles.
0/ 0/6,20,Z491Q3IVGU5R33IF,active,online,normal,mismatch,no,The clammy temperature loses.
0/ 0/6,21,6QIL52JXOW0ERMZV,active,-,-,-,yes,The successful downgrade budgets.
0/ 0/6,22,KPB1QZIX1ZO13KNW,active,-,-,-,yes,The obeisant casserole yells.
0/ 0/6,23,8XJ2Q4WEQFTBZ713,active,online,normal,mismatch,no,The perfect impact concludes.
0/ 0/6,24,UT2432DHNYAZTWQN,active,online,normal,match,no,The odd weird advises.
0/ 0/6,25,WIKMX6DQ89WLMN1G,active,offline,initial,initial,no,The obsequious choker embarrasses.
0/ 0/6,26,PIF4AX24ZG7AXQLN,active,offline,initial,initial,no,The rightful notepad restoreds.
0/ 0/6,27,TTBRV912WUNKX9K5,active,online,normal,mismatch,no,The berserk buy types.
0/ 0/7,0,YQRTN4X9NA464IJI,active,online,normal,mismatch,no,The long career squeals.
0/ 0/7,1,06LIJ9JHD9HLJM3K,active,offline,initial,initial,no,The incandescent alligator achieves.
0/ 0/7,2,LOM9SCKGT1BIDNY9,active,online,normal,match,no,The discreet clothing wriggles.
0/ 0/7,3,2T19CEYPZ0W8F431,active,online,normal,mismatch,no,The gamy impropriety levels.
0/ 0/7,4,QUOJTSATXN55OF6Y,active,-,-,-,yes,The humorous hepatitis busts.
0/ 0/7,5,0UT4CW2ZXCTP2JHD,active,online,normal,mismatch,no,The rabid hop innovates.
0/ 0/7,6,ATMM9FGLWYOEMH4R,active,offline,initial,initial,no,The internal dare screams.
0/ 0/7,7,5RUO3EZ0VHS7J9JQ,active,online,normal,match,no,The utter attendant tears.
0/ 0/7,8,TNUK92BUZOALFUG9,active,offline,initial,initial,no,The omniscient tram answers.
0/ 0/7,9,8DKNYQR7C6ZWCAHH,active,offline,initial,initial,no,The boundless sting tows.
0/ 0/7,10,4B1R81SBT7ZVTWSG,active,online,normal,match,no,The clear roast rescues.
0/ 0/7,11,FZ3LEG2ZGSXAU4UC,active,-,-,-,yes,The black t-shirt knocks.
0/ 0/7,12,OAHYE8ICFNL4WYE9,active,offline,initial,initial,no,The horrible matchmaker jogs.
0/ 0/7,13,5CD8W3DEO579NMT9,active,-,-,-,yes,The loutish target sprays.
0/ 0/7,14,YIRQ9XPMARZWGDOG,active,offline,initial,initial,no,The vigorous effector allows.
0/ 0/8,0,B3R2BT8G5I6J5KYC,active,online,normal,match,no,The gleaming pheromone moors.
0/ 0/8,1,24NI211CTPC20BNO,active,online,normal,match,no,The stereotyped headache risks.
0/ 0/8,2,M5HF2PC4IMB10SJN,active,offline,initial,initial,no,The late measles wastes.
0/ 0/8,3,INVVSWSPG0HBGFXL,active,offline,initial,initial,no,The astonishing cacao warns.
0/ 0/8,4,2V4U1YRNJ27LLTPV,active,offline,initial,initial,no,The reminiscent calculation graduates.
0/ 0/8,5,08YIWJOE2MWQ3N51,active,offline,initial,initial,no,The numberless sidecar beams.
0/ 0/8,6,6F4CR2EE8N7UTUX7,active,offline,initial,initial,no,The workable quilt arranges.
0/ 0/8,7,E5E5WH7EXAIR81JM,active,offline,initial,initial,no,The obscene sleeping produces.
0/ 0/8,8,BQ5G6BQOJ1SQZI5A,active,online,normal,mismatch,no,The naughty advantage exercises.
0/ 0/8,9,XQEBDLH529TZ7G0L,active,online,normal,match,no,The stereotyped explanation sins.
0/ 0/8,10,EE9N78W1DCQJ8AAB,active,online,normal,mismatch,no,The ludicrous illiteracy applieds.
0/ 0/8,11,VIT0WD59II1Z50UJ,active,online,normal,match,no,The husky art studies.
0/ 0/8,12,PCDG9KDTBL1QCK1A,active,online,normal,match,no,The puny cosset selects.
0/ 0/8,13,HRXX8DVMNXPRK1TR,active,online,normal,match,no,The somber carnation arbitrates.
0/ 0/8,14,VPVPU6BT0LXWRQA5,active,online,normal,match,no,The bashful level saws.
0/ 0/8,15,IB74GMSU9FE4OMQ5,active,online,normal,match,no,The absent installation participates.
0/ 0/8,16,HY47U69CDF9ETNJK,active,online,normal,match,no,The ancient optimist meets.
0/ 0/8,17,TE9ZNN66T3BBD61D,active,offline,initial,initial,no,The bawdy cardigan controls.
0/ 0/8,18,7ZYPM0QLQI090H4N,active,-,-,-,yes,The barbarous bit lists.
0/ 0/8,19,M43M5CUHXE74JABS,active,online,normal,mismatch,no,The synonymous cause computes.
0/ 0/8,20,PN8U7AL66R7REIEK,active,online,normal,mismatch,no,The dangerous sniffle fills.
0/ 0/8,21,IYII2WR2F812M6MX,active,offline,initial,initial,no,The abaft dresser cleans.
0/ 0/8,22,7YVVLY9EJ17XOA6Q,active,offline,initial,initial,no,The perpetual garage wrestles.
0/ 0/9,0,WMWR3JAAG587E96D,active,online,normal,mismatch,no,The puffy bafflement saves.
0/ 0/9,1,EQ41NEZTJ6QAUUAV,active,offline,initial,initial,no,The greasy ram employs.
0/ 0/9,2,38PU369MF1EEBWVX,active,offline,initial,initial,no,The enthusiastic dearest itches.
0/ 0/9,3,ZAQHA591MJYZN7EN,active,online,normal,match,no,The rhetorical neighborhood questions.
0/ 0/9,4,6P9AA2YELLC45291,active,online,normal,mismatch,no,The sincere bran sticks.
0/ 0/9,5,06KFWMJX771EPG9L,active,online,normal,match,no,The flashy bathhouse wraps.
0/ 0/9,6,YWB10PZL9GQK5LZI,active,online,normal,match,no,The idiotic expectation writes.
0/ 0/9,7,F2UJJQC3HXUN5DKN,active,-,-,-,yes,The mushy railing pays.
0/ 0/9,8,88PSGJF63EJA5E6I,active,online,normal,mismatch,no,The screeching wallet lies.
0/ 0/9,9,LKZ4BYUK7JTMKBDP,active,offline,initial,initial,no,The tense percentage tempts.
0/ 0/9,10,OO2KQE7KQJN2GEVR,active,offline,initial,initial,no,The ugliest cat forgives.
0/ 0/9,11,HOVLDTJL10YQWVYF,active,online,normal,match,no,The jumbled box burns.
0/ 0/9,12,AN2DVH64D97IVD4J,active,online,normal,match,no,The possessive rabbi pats.
0/ 0/9,13,EBD38VQWHYZ52RQ3,active,-,-,-,yes,The ugliest profit marches.
0/ 0/9,14,XO7ZSXS4RINYUO08,active,online,normal,mismatch,no,The blue-eyed sailboat attends.
0/ 0/9,15,VD8JKR73KNMR1UQ1,active,offline,initial,initial,no,The greedy footwear worries.
0/ 0/10,0,H9MHD8LGOOSB0UU2,active,offline,initial,initial,no,The unadvised ape hopes.
0/ 0/10,1,CQFETZNEUPOEGU6S,active,-,-,-,yes,The sordid lad empties.
0/ 0/10,2,NV6S7H5TGECNBFTE,active,-,-,-,yes,The quarrelsome tree disapproves.
0/ 0/10,3,0X2U751Q31477IC8,active,online,normal,match,no,The damp notion creates.
0/ 0/10,4,UDUBHG1T0AS5DL8Q,active,online,normal,mismatch,no,The victorious mosquito chooses.
0/ 0/10,5,I4MKB1M1RKNO6AAH,active,-,-,-,yes,The hapless bear looks.
0/ 0/10,6,6QS9HO52K5WKA3D3,active,online,normal,match,no,The afraid maintainer yells.
0/ 0/10,7,YQ339Q8J9YRK6HBP,active,offline,initial,initial,no,The screeching mama holds.
0/ 0/10,8,Y47GPYI8VF407L81,active,offline,initial,initial,no,The dazzling march eats.
0/ 0/10,9,PCM97UZHC21KZFA0,active,-,-,-,yes,The happy system fastens.
0/ 0/10,10,S41A1UYENZ12F75G,active,offline,initial,initial,no,The encouraging suspenders employs.
0/ 0/10,11,FDQN2IAESP42FAP9,active,-,-,-,yes,The fresh journalist leaves.
0/ 0/10,12,0YWGEDGCEIWFSYTD,active,offline,initial,initial,no,The aspiring thermostat educates.
0/ 0/10,13,D6LU2IL5G90T3I62,active,online,normal,match,no,The alike adulthood fancies.
0/ 0/10,14,6COG611P86DUCEUE,active,online,normal,mismatch,no,The frantic climate picks.
0/ 0/10,15,YWOCERFUVE300GCZ,active,online,normal,mismatch,no,The giddy purpose hums.
0/ 0/10,16,0UDG7SSEVVWXBMDL,active,offline,initial,initial,no,The tearful road springs.
0/ 0/10,17,76XWLU67Q9F6YCIQ,active,-,-,-,yes,The inconclusive malice questions.
0/ 0/11,0,OXZLAPT8JQSFK49S,active,-,-,-,yes,The offbeat prescription adopts.
0/ 0/11,1,KNBWJP65ZICM0L9I,active,offline,initial,initial,no,The clean route greets.
0/ 0/11,2,EC8PF5ZSX4Q7SHCZ,active,online,normal,match,no,The ad hoc epoch rejects.
0/ 0/11,3,SLBI4AK5D0S26Y9K,active,online,normal,match,no,The racial guinea snows.
0/ 0/11,4,KLJJO952IPVY5TCX,active,online,normal,mismatch,no,The lyrical double purchases.
0/ 0/11,5,XPDWPXOFHZZ5FYMI,active,offline,initial,initial,no,The exultant minute loves.
0/ 0/11,6,UDESK2YL35NYDDLN,active,online,normal,match,no,The childlike second notes.
0/ 0/11,7,5KI225OU55GVRMUT,active,online,normal,mismatch,no,The round patient begins.
0/ 0/11,8,4YGSLUZG1U02S55F,active,online,normal,match,no,The momentous carboxyl kicks.
0/ 0/11,9,63Y50BVD5170AY20,active,online,normal,mismatch,no,The uninterested tomatillo editeds.
0/ 0/11,10,Y1VXT77CE74U5P5P,active,online,normal,mismatch,no,The ludicrous hydrocarb navigates.
0/ 0/11,11,K59D3HR3RBPS5C96,active,offline,initial,initial,no,The juicy note tumbles.
0/ 0/11,12,1CSCFIYLTGD1Y3YA,active,online,normal,match,no,The wakeful hurricane dusts.
0/ 0/11,13,0FY1EB1IX8NILL0U,active,online,normal,mismatch,no,The temporary gradient balances.
0/ 0/11,14,OIJMQ84Z9EP78AMU,active,online,normal,match,no,The teeny-tiny relative reports.
0/ 0/11,15,LGJ05AN4WNRM42XJ,active,offline,initial,initial,no,The didactic lawyer appreciates.
0/ 0/11,16,DZMHXYL8J3XJXE7X,active,offline,initial,initial,no,The curved guestbook hammers.
0/ 0/11,17,2Z6SYNGU8TKE9WH2,active,online,normal,mismatch,no,The different emission maintains.
0/ 0/12,0,N3L63M2BQ7RHDF1T,active,online,normal,mismatch,no,The ashamed carrier brakes.
0/ 0/12,1,4SFZJRX9MOKYCWLJ,active,offline,initial,initial,no,The clear gene mends.
0/ 0/12,2,GPPG5PX0MQA49C0W,active,offline,initial,initial,no,The telling band wriggles.
0/ 0/12,3,EAAXM8IO6N6RZNNK,active,online,normal,mismatch,no,The spurious hospitalisation attacks.
0/ 0/12,4,IVSQBGORTXF4BEYM,active,online,normal,match,no,The dusty circadian balances.
0/ 0/12,5,QFQ2DYMZ1LDCFCIB,active,-,-,-,yes,The shallow grey integrates.
0/ 0/12,6,A9UW1UAGP3H2HC9Q,active,online,normal,match,no,The righteous hosiery cycles.
0/ 0/12,7,KLPJ9FZWND2BJGGC,active,-,-,-,yes,The nostalgic tax glues.
0/ 0/12,8,0NJONNKIXM2R0FCE,active,offline,initial,initial,no,The encouraging complexity collects.
0/ 0/12,9,RVBI2PBWH92Z0N8L,active,online,normal,match,no,The dull mandarin dresses.
0/ 0/12,10,XGZ8Z3KSQCUY6XZI,active,online,normal,match,no,The boorish toreador rains.
0/ 0/12,11,R7TN9I5TLK3F36CY,active,-,-,-,yes,The dapper hippopotamus slips.
0/ 0/12,12,6ZGAP7K3JRDALLJK,active,offline,initial,initial,no,The wry webmail amuses.
0/ 0/12,13,O2G9WGOT8GJ2ZALX,active,online,normal,match,no,The squealing event purchases.
0/ 0/13,0,8SVG1YSXBAXFA9XG,active,online,normal,match,no,The swanky ingredient expresses.
