fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/2,3,AK21ONG8ZAAHYBCY,active,online,normal,mismatch,no,The lyrical progression greets.
0/ 0/2,4,FMMKEEUPDYOP2TYR,active,online,normal,match,no,The selfish trouble programs.
0/ 0/2,5,XLF03F4EVN9Q50LQ,active,online,normal,match,no,The cooperative landmine undertakes.
0/ 0/2,6,AE0RA46TVBY5ZV6A,active,online,normal,match,no,The hilarious flicker governs.
0/ 0/2,7,X02Q0KCBV3QS1F3T,active,online,normal,mismatch,no,The muddled commonsense spits.
0/ 0/2,8,2F7LGXKBOK7OYQYQ,active,offline,initial,initial,no,The animated bayou bleaches.
0/ 0/2,9,PP748T8NSUO1CBN5,active,online,normal,match,no,The possessive shipper extracts.
0/ 0/2,10,CXHNE0ZQZOU2Z73D,active,-,-,-,yes,The robust shock replaces.
0/ 0/2,11,X97E1MQKO0SUT7RO,active,online,normal,match,no,The rightful gel puts.
0/ 0/2,12,OJ35AAWL5LUKPJ9X,active,-,-,-,yes,The wrathful fold overhears.
0/ 0/2,13,UQVFXNF1OABPFELX,active,online,normal,match,no,The subsequent developmental devises.
0/ 0/2,14,ZI6623D3OQOKOEUJ,active,-,-,-,yes,The calm gelatin orienteds.
0/ 0/2,15,ERPJW1ZVOJ4ND2N2,active,-,-,-,yes,The alike scope makes.
0/ 0/2,16,WPLNV06SPXZ9NY1G,active,-,-,-,yes,The gentle alert shears.
0/ 0/3,0,BVXNYW9BB7G5H4OM,active,offline,initial,initial,no,The straight sensibility lets.
0/ 0/3,1,8OH0TNOH0C5AZA4D,active,online,normal,match,no,The thankful distortion prepares.
0/ 0/3,2,NBFHSRBIH9VRVHNH,active,online,normal,match,no,The acoustic poultry motivates.
0/ 0/3,3,O9S3X6JC2HKMVQ4K,active,offline,initial,initial,no,The mute lyocell licks.
0/ 0/3,4,FZTBO20RAUJFWTQC,active,-,-,-,yes,The capable lobster describes.
0/ 0/3,5,I5KJ75T2VDV57PJY,active,-,-,-,yes,The lewd marxism updates.
0/ 0/3,6,ZSLWCV6B96NIOW2K,active,online,normal,match,no,The abusive flesh branches.
0/ 0/3,7,G1H6C84Q4JHXF1OL,active,-,-,-,yes,The shrill advocate soothsays.
0/ 0/3,8,S0SZQZKPK9Y7BX3B,active,offline,initial,initial,no,The kind priesthood overdraws.
0/ 0/3,9,XKV9W5LVMQCI2QS8,active,offline,initial,initial,no,The absorbing way purchases.
0/ 0/3,10,FEKONG6EUNQZOPJJ,active,online,normal,match,no,The utter chainstay misspells.
0/ 0/3,11,4UT0GRAD6TYGS1OE,active,online,normal,match,no,The entertaining shape conceives.
0/ 0/3,12,OMMSXQG6V5MPOMSA,active,online,normal,mismatch,no,The ossified sweets scares.
0/ 0/3,13,Q89TRCO54MEI2LI1,active,online,normal,mismatch,no,The crazy marker shocks.
0/ 0/3,14,KVZERPN634D1J9ID,active,online,normal,match,no,The wholesale dragonfruit stirs.
0/ 0/3,15,CNUVG5Y8QQFJVMGP,active,online,normal,mismatch,no,The poor topic chews.
0/ 0/3,16,1J4O529K1GCGGY8X,active,offline,initial,initial,no,The gorgeous culture competes.
0/ 0/3,17,2YS4ABYS0T5045II,active,offline,initial,initial,no,The cute spyglass meets.
0/ 0/3,18,EBG907AACALOZ1GZ,active,offline,initial,initial,no,The tan somewhere needs.
0/ 0/3,19,U3TACO4M59HNC4LR,active,online,normal,mismatch,no,The wrathful family springs.
0/ 0/3,20,UW5QXVW7LVELB1C6,active,online,normal,mismatch,no,The spotless strap confesses.
0/ 0/3,21,GI5367FZNM4KLJ7F,active,online,normal,mismatch,no,The precious catalogue judges.
0/ 0/3,22,L5HL3HQJNG778C0R,active,offline,initial,initial,no,The icky weasel creeps.
0/ 0/3,23,MT91ZZDSO08IJFQF,active,-,-,-,yes,The nice faithful balances.
0/ 0/3,24,3B4P16OD012KEI0Y,active,-,-,-,yes,The hollow stick challenges.
0/ 0/3,25,CEHF77KKY7RIN7AF,active,offline,initial,initial,no,The frightened child grins.
0/ 0/3,26,J0WFYEL5R8M593RP,active,-,-,-,yes,The crowded serum blesses.
0/ 0/3,27,VIT6CBMHREDZPA4O,active,offline,initial,initial,no,The offbeat silica teases.
0/ 0/4,0,BFBT2J48TH951V6B,active,offline,initial,initial,no,The sweet bloom destroys.
0/ 0/4,1,JVFYVTKJKPMM58JM,active,-,-,-,yes,The black haircut retrieves.
0/ 0/4,2,DZNC4UH0I6CXJT5T,active,online,normal,match,no,The dangerous rehospitalisation yells.
0/ 0/4,3,5YLTW4I8TPRVFS2G,active,online,normal,match,no,The alluring grouper frightens.
0/ 0/4,4,KOVYGV6IUVUKN69D,active,online,normal,mismatch,no,The phobic fork clings.
0/ 0/4,5,GMFSQD5VGSVZHTBL,active,offline,initial,initial,no,The ill glow exercises.
0/ 0/4,6,DZHZTLMRCQMDRHD1,active,-,-,-,yes,The rapid activity reports.
0/ 0/4,7,AKO2VRIXUBVG0S2X,active,online,normal,mismatch,no,The attractive chino matters.
0/ 0/4,8,30QSSEMTGN88KJV3,active,online,normal,match,no,The boundless dream enters.
0/ 0/4,9,ERVKPNVP8HGL2WZ0,active,online,normal,match,no,The tired creche leds.
0/ 0/4,10,BS0GDW9ELA2VDEP3,active,online,normal,mismatch,no,The minor screening insures.
0/ 0/4,11,W9TTF20JJE9WVUQ3,active,-,-,-,yes,The chunky hunchback likes.
0/ 0/4,12,ITXCN9NHF5GTVLNB,active,online,normal,match,no,The loving palm longs.
0/ 0/4,13,O97I9ITJJ2FV4R7Y,active,online,normal,mismatch,no,The ossified oak rinses.
0/ 0/4,14,TNE309TWNTFOJZ5K,active,online,normal,mismatch,no,The bawdy soundness institutes.
0/ 0/4,15,6ZIQWFR5K4TXTPJY,active,online,normal,mismatch,no,The hilarious legislator informs.
0/ 0/4,16,X117S1FREN1YOKWF,active,online,normal,mismatch,no,The hallowed mink refuses.
0/ 0/4,17,H3MYAFRAWJSJPWXH,active,online,normal,match,no,The macabre pathogenesis inspires.
0/ 0/4,18,RYH65Q8ETLSG3H3R,active,online,normal,mismatch,no,The perfect spaghetti lands.
0/ 0/4,19,38U2M3J3KZ2T7EQ7,active,online,normal,mismatch,no,The literate hobbit dresses.
0/ 0/4,20,RGLCCO0NVZKCDCP9,active,online,normal,match,no,The slow estimate strips.
0/ 0/4,21,PJX0OSQK24FF9XTY,active,online,normal,mismatch,no,The delightful debate mates.
0/ 0/4,22,0MHTQIYT2KTXNZU9,active,offline,initial,initial,no,The obscene overview damages.
0/ 0/4,23,G2LM4I5IXFZJFEB3,active,offline,initial,initial,no,The kindhearted gorilla queues.
0/ 0/5,0,9B99MOKYBJQHQ7O1,active,-,-,-,yes,The vivacious cooking allows.
0/ 0/5,1,EUN4H45C4PW86KAS,active,online,normal,match,no,The curved router expands.
0/ 0/5,2,61D2YPS4O2SXUHPT,active,-,-,-,yes,The shiny venom markets.
0/ 0/5,3,B82V03ZW6MD1BR82,active,online,normal,match,no,The debonair achievement unites.
0/ 0/5,4,2DFTUMTPCEXX5M9J,active,online,normal,match,no,The uttermost suite breathes.
0/ 0/5,5,J8N4LBU0Q488O80K,active,offline,initial,initial,no,The tasteful fairness instructs.
0/ 0/5,6,BHHWLGLICNUU70UL,active,online,normal,match,no,The didactic bust monitors.
0/ 0/5,7,2FS8S7RFESO6YD2O,active,-,-,-,yes,The wistful wagon locks.
0/ 0/5,8,Y687PYSVV91KXZ90,active,offline,initial,initial,no,The quick defense avoids.
0/ 0/5,9,0XWOZ30NSAUJUOGM,active,online,normal,match,no,The skinny legislator utilizes.
0/ 0/5,10,CJ7WOU9ELECFZ2JM,active,offline,initial,initial,no,The changeable stiletto speeds.
0/ 0/5,11,H2I2DBMLV6WTVRQ5,active,-,-,-,yes,The agreeable cane reports.
0/ 0/6,0,KZNPHHPGB1L5D3QH,active,offline,initial,initial,no,The bad galley assures.
0/ 0/6,1,KHV52VPRUIOB0MML,active,-,-,-,yes,The didactic motor bangs.
0/ 0/6,2,GW5N3G577AJAZFHN,active,offline,initial,initial,no,The hot membership uses.
0/ 0/6,3,TIU9K58TUHBPG1GD,active,offline,initial,initial,no,The towering vixen plays.
0/ 0/6,4,BCT2KE55IPSR4H75,active,online,normal,match,no,The bumpy poor monitors.
0/ 0/7,0,6BKWW8SBI19T03Q4,active,online,normal,mismatch,no,The labored puffin bursts.
0/ 0/7,1,PGP4GKOB2RM0XA99,active,online,normal,mismatch,no,The fair vista walks.
0/ 0/7,2,SSI9BZMXB9Y299K3,active,offline,initial,initial,no,The curly aggradation considers.
0/ 0/7,3,CXV81LMOEL6O6D5K,active,offline,initial,initial,no,The cautious asymmetry fights.
0/ 0/7,4,JSOCVQFNEBX7T793,active,online,normal,match,no,The placid addition bounces.
0/ 0/7,5,TSTUUZSC4CH8K90A,active,offline,initial,initial,no,The grieving evaluator transfers.
0/ 0/7,6,4XRQGWLQ54GMCSBI,active,-,-,-,yes,The elated discretion watches.
0/ 0/7,7,4FLBTLHWLE6ZUEWB,active,offline,initial,initial,no,The didactic hornet sounds.
0/ 0/7,8,0DRPHLLOTDQZBHMF,active,-,-,-,yes,The sad garage avoids.
0/ 0/7,9,BS589RXEF2YPUXS9,active,online,normal,mismatch,no,The profuse clan persuades.
0/ 0/7,10,FM7G2ZV2SDGNFK7M,active,-,-,-,yes,The obnoxious lantern stores.
0/ 0/7,11,RSWUXLMV748RCMC0,active,online,normal,mismatch,no,The domineering fir faces.
0/ 0/7,12,XE5OFO0UVZSQD6N3,active,offline,initial,initial,no,The neighborly pizza slays.
0/ 0/7,13,UPK44OLAJPBJ1GKZ,active,offline,initial,initial,no,The swift stopwatch juggles.
0/ 0/7,14,09MMK4YAL7EB2XC1,active,online,normal,match,no,The rabid attachment gazes.
0/ 0/7,15,OMGOG84VWFXHXGBI,active,online,normal,match,no,The dynamic harvester guides.
0/ 0/7,16,WWEVB4DNJOVXLRX1,active,online,normal,match,no,The knotty dwell nominates.
0/ 0/7,17,1OR8BTFHMDR52OR7,active,-,-,-,yes,The spotless inevitable doubles.
0/ 0/7,18,JXGF78OGQY2Q4YX5,active,online,normal,mismatch,no,The flashy nightmare leads.
0/ 0/7,19,W1I19JX7L7BSIPNA,active,online,normal,match,no,The mute humour crushes.
0/ 0/7,20,J11KVEWQMD6AMM8R,active,offline,initial,initial,no,The thoughtless material overdos.
0/ 0/7,21,UE7GYZ8KNPQKKZ16,active,offline,initial,initial,no,The yellow avocado utilizes.
0/ 0/7,22,QM7GCIBZR2GJHV28,active,online,normal,match,no,The measly tomography chokes.
0/ 0/7,23,COW563MZL8KZRY09,active,offline,initial,initial,no,The itchy crewmen originates.
0/ 0/7,24,SXEUS182SHXS86JJ,active,-,-,-,yes,The faithful cadet mentors.
0/ 0/7,25,TPM6VGGPRFDQXZJB,active,-,-,-,yes,The combative plane strives.
0/ 0/7,26,971Z38L1W9VLON9R,active,online,normal,match,no,The rough adrenaline swears.
0/ 0/7,27,QXYB364QNQO9XF02,active,online,normal,match,no,The laughable watcher learns.
0/ 0/7,28,7I4T2C1LBT0ZCULK,active,offline,initial,initial,no,The annoyed housewife broadcasts.
0/ 0/7,29,J1VESU9HP1Q52ZAS,active,-,-,-,yes,The squalid flatboat dances.
0/ 0/7,30,D3XZ2EWTN1EOMB7F,active,offline,initial,initial,no,The psychedelic lens collects.
0/ 0/7,31,0JS59MZ46MJEP5H8,active,offline,initial,initial,no,The available eyrie curls.
