fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/3,9,I8V6VIEQ4UNKRKR3,active,online,normal,match,no,The romantic webpage pushes.
0/ 0/3,10,WW54EF9VO0MWVJBW,active,offline,initial,initial,no,The efficacious misfit gives.
0/ 0/3,11,EQL0RB821NY8TI29,active,online,normal,match,no,The ossified professional troubles.
0/ 0/3,12,RDWMVUGHY9SVYJVC,active,online,normal,mismatch,no,The bizarre era carries.
0/ 0/3,13,Z9G2KNRJC0NH3PBO,active,,,,yes,The gabby cowboy tips.
0/ 0/3,14,PWLR5CV3B1MF1EHQ,active,offline,initial,initial,no,The lyrical snack drums.
0/ 0/3,15,D5JF0Z5UTF87UB2S,active,offline,initial,initial,no,The fantastic bayou breaks.
0/ 0/3,16,CSOA3D6Y1JD7HKN4,active,,,,yes,The splendid dynasty promises.
0/ 0/3,17,DZXG635RI6DTW7SU,active,online,normal,mismatch,no,The incandescent potato lights.
0/ 0/3,18,FHGYYBO34UBU53ZX,active,,,,yes,The narrow encounter parks.
0/ 0/3,19,4DRGYSENCRX7G0T7,active,online,normal,match,no,The ubiquitous blackboard surrounds.
0/ 0/3,20,9MYFQA41QWV2EG65,active,,,,yes,The questionable ammunition upholds.
0/ 0/3,21,ZE6HB1PUTIV2N4SY,active,online,normal,mismatch,no,The puny robe encourages.
0/ 0/3,22,VGM9WIJYWFK1Y6MJ,active,online,normal,match,no,The lowly moth slaps.
0/ 0/3,23,QW6LCWZZJ8DIHD7N,active,online,normal,match,no,The fragile wife blinks.
0/ 0/3,24,ISKEIA5YYYZP9ZRG,active,,,,yes,The salty laparoscope bleaches.
0/ 0/3,25,ZBQ181ZT9AMSQQ3S,active,online,normal,match,no,The ablaze decryption starts.
0/ 0/3,26,WTLDZO29HVEKDNUX,active,online,normal,match,no,The upbeat peasant shrugs.
0/ 0/3,27,JVWVIK0JILQ5WT6H,active,offline,initial,initial,no,The handsomely fairy sneaks.
0/ 0/4,0,5ES8PMW0FWF5SLZQ,active,online,normal,match,no,The enthusiastic spelt blows.
0/ 0/4,1,2D5OGUVJ316580SU,active,online,normal,mismatch,no,The unaccountable lunch hooks.
0/ 0/4,2,N4EI6ZQFRDFBMPQ5,active,online,normal,mismatch,no,The fat pudding reconciles.
0/ 0/4,3,TXEM2UBFW07IH0AE,active,offline,initial,initial,no,The sneaky maybe looks.
0/ 0/4,4,OS479I61LVJWE8R3,active,offline,initial,initial,no,The daily goose transports.
0/ 0/4,5,7X90EL1W4IFKQN8V,active,online,normal,match,no,The great mastication orienteds.
0/ 0/4,6,0AQUTUTLR7ZEJNHL,active,,,,yes,The boundless spine attends.
0/ 0/4,7,8X0YS1XHHSORY2XP,active,,,,yes,The outstanding speech concludes.
0/ 0/4,8,EYP877NNTYW0A5WF,active,online,normal,match,no,The mere capability pumps.
0/ 0/4,9,R6YCCLAXXEYHSDQI,active,online,normal,match,no,The warm nickname evaluates.
0/ 0/4,10,XHY4SI05WXI83H5F,active,online,normal,mismatch,no,The eatable ordinary heats.
0/ 0/4,11,N785BY0YETD11OK2,active,offline,initial,initial,no,The famous ninja lasts.
0/ 0/4,12,LJM2RPJKP9LQSPXR,active,online,normal,match,no,The spooky daikon covers.
0/ 0/4,13,O2E6AB04M0ASG24O,active,online,normal,mismatch,no,The puzzled scrim recognizes.
0/ 0/4,14,Q5IWDCGSSIP3NEQJ,active,online,normal,mismatch,no,The subdued hunting floats.
0/ 0/4,15,GJQPRE910V16L27Q,active,,,,yes,The ruthless alteration snatches.
0/ 0/4,16,Y2EO7CPFD2FYXIR2,active,,,,yes,The dashing cheddar drums.
0/ 0/4,17,DNM3ZAP1KZMQ45O6,active,online,normal,mismatch,no,The groovy icicle upsets.
0/ 0/4,18,Y8EU8DX6OAEJCMH5,active,online,normal,match,no,The charming potential structures.
0/ 0/4,19,5TSKOYCC2AW00UNA,active,online,normal,mismatch,no,The addicted licensing interprets.
0/ 0/4,20,WCTTJOXIE27ZGZ0I,active,,,,yes,The homeless lock interferes.
0/ 0/4,21,RQ3MMZZYI77P2R0Y,active,online,normal,match,no,The spotless probability maps.
0/ 0/4,22,P2HU9XRGKOJMDT99,active,online,normal,match,no,The wiry percentage competes.
0/ 0/4,23,HAIXT03JZN6357R1,active,,,,yes,The numerous isogloss kills.
0/ 0/5,0,WSEI98OFAEETNXNV,active,,,,yes,The overjoyed rocket crosses.
0/ 0/5,1,RNLSY3ECS359NESQ,active,online,normal,match,no,The whispering sentencing considers.
0/ 0/5,2,GXYHNN5NVFOUZMXJ,active,online,normal,match,no,The homeless pipeline carves.
0/ 0/5,3,06QMVICY711FSV3B,active,,,,yes,The known granny tames.
0/ 0/5,4,RE7AOGOPZYHOIION,active,,,,yes,The massive yoke rules.
0/ 0/5,5,VC2IKK9SEO6L7MAH,active,online,normal,mismatch,no,The protective other breeds.
0/ 0/5,6,HQRJ9YV3V769QIA4,active,,,,yes,The drunk countryside shapes.
0/ 0/5,7,S58IGO8T6UVQ67WE,active,offline,initial,initial,no,The heartbreaking grand changes.
0/ 0/5,8,JIADXN157Z8M7I52,active,online,normal,mismatch,no,The cultured gratitude rinses.
0/ 0/5,9,DNNTZY7T2T61LBDG,active,online,normal,mismatch,no,The festive arrogance stirs.
0/ 0/5,10,GFIHO7R73GZQFDRO,active,,,,yes,The glossy offense brushes.
0/ 0/5,11,WUQLUZD07ED09FZN,active,online,normal,match,no,The succinct wraparound allows.
0/ 0/5,12,HPLKH5R7D1FPZX2T,active,offline,initial,initial,no,The petite tailor stretches.
0/ 0/5,13,0CKIBZ21VTL2HFUG,active,offline,initial,initial,no,The perpetual conversion strokes.
0/ 0/5,14,280NK3FQYSX7YACI,active,,,,yes,The rough calico classifies.
0/ 0/5,15,JE62SOYS2WWDCYYX,active,offline,initial,initial,no,The fluttering supplier sends.
0/ 0/5,16,OVS6WGYCVU5NZISX,active,offline,initial,initial,no,The poised poultry explains.
0/ 0/5,17,JP5ZD1IY7WTP7FN2,active,offline,initial,initial,no,The macho labor harms.
0/ 0/5,18,AZZG1YB5SGD19IRW,active,online,normal,mismatch,no,The plain feng disappears.
0/ 0/6,0,XRFTHC00MBP2UVC9,active,online,normal,match,no,The subdued restoration sips.
0/ 0/6,1,OC7OO3KLUFJ241SX,active,offline,initial,initial,no,The flawless grub sorts.
0/ 0/6,2,4VEUZF0QN3OGJAQX,active,online,normal,mismatch,no,The busy posterior settles.
0/ 0/6,3,NH2BXN422XGP125C,active,online,normal,match,no,The impartial competition professes.
0/ 0/6,4,HJ38501IO5K9OMGD,active,offline,initial,initial,no,The faded document floats.
0/ 0/6,5,OKIRN3666JHMYKKX,active,,,,yes,The known cornmeal revises.
0/ 0/6,6,LJ119O6HL8Y82KIX,active,online,normal,match,no,The ambitious writing plugs.
0/ 0/6,7,3SIQG4ZFFKM3JCAA,active,online,normal,mismatch,no,The yielding pop waters.
0/ 0/6,8,3LPIW5KF5L031OWR,active,online,normal,mismatch,no,The broken stomach organizes.
0/ 0/6,9,BS2AM8ZK962C4WBF,active,offline,initial,initial,no,The motionless browsing rehabilitates.
0/ 0/6,10,ZL0CRTRTGJEPE7S9,active,online,normal,mismatch,no,The dispensable leaker drags.
0/ 0/6,11,LS10KOMKOLT0SHG7,active,offline,initial,initial,no,The abrupt fight carves.
0/ 0/6,12,CTAJ2257I5PMRM1F,active,online,normal,mismatch,no,The round feedback squeezes.
0/ 0/6,13,VS6MZW6N7YD3ZK2L,active,offline,initial,initial,no,The observant footstool provides.
0/ 0/6,14,GFYC01XGU1WCGDBX,active,online,normal,match,no,The fluttering strudel professes.
0/ 0/6,15,9O77FZA5YOFFJEAS,active,,,,yes,The hilarious meringue dives.
0/ 0/6,16,K7HCWP48DW65L4N7,active,offline,initial,initial,no,The victorious taxpayer intensifies.
0/ 0/6,17,O0V20NPQ7645INVL,active,online,normal,match,no,The heady bran intensifies.
0/ 0/6,18,D5DGIEI6GOVD0QU6,active,,,,yes,The anxious apartment smashes.
0/ 0/6,19,E0VH8PFMYZT5BO9A,active,,,,yes,The nifty journal sheds.
0/ 0/6,20,2QIBDPHAYG9ULT7Z,active,online,normal,match,no,The solid breakdown tests.
0/ 0/6,21,0WQ5JJW4ZHM67OC6,active,online,normal,match,no,The exuberant eligibility spoils.
0/ 0/6,22,X69KBSSIOI6NFC4J,active,online,normal,mismatch,no,The painful parrot catches.
0/ 0/6,23,HZ32K1NLQSHSZ3NE,active,offline,initial,initial,no,The dynamic network pauses.
0/ 0/6,24,SEZ941MIIMNWB568,active,online,normal,match,no,The versed cloves responds.
0/ 0/7,0,EZW61YTKO8V8GM6P,active,online,normal,mismatch,no,The eager admission sacks.
0/ 0/7,1,Z0GQVBVCJPBGQHO0,active,online,normal,match,no,The broken pavement overdos.
0/ 0/7,2,G9C203VRYV7FR40C,active,online,normal,mismatch,no,The magical broker bends.
0/ 0/7,3,F9VAS2BOYAX1KZGX,active,offline,initial,initial,no,The freezing spork translates.
0/ 0/7,4,PDNHBRGPI6DX6AXK,active,online,normal,mismatch,no,The lyrical snap hits.
0/ 0/7,5,UHLJQRC5U02CRW4Y,active,offline,initial,initial,no,The recondite rib approves.
0/ 0/7,6,IU8PGY99HPI553IW,active,online,normal,mismatch,no,The smoggy dishwasher fears.
0/ 0/7,7,X5KDDQQ6HWTOT1BG,active,offline,initial,initial,no,The needless youngster adapts.
0/ 0/7,8,MIHWAWBFCCA3QNEG,active,online,normal,mismatch,no,The adaptable nightingale offers.
0/ 0/7,9,02H8K95SDA1675EK,active,offline,initial,initial,no,The ill picture sings.
0/ 0/7,10,2TUA17FM38W4G0ZV,active,,,,yes,The flipped-out criticism satisfies.
0/ 0/7,11,WL1WVK2BC0FCAE1G,active,,,,yes,The vast manipulation nails.
