fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/6,0,78RS0AXSD6BEXAI8,active,online,normal,match,no,The plucky anywhere hovers.
0/ 0/6,1,S1JXEQ8RLYTQVMIG,active,-,-,-,yes,The workable community bids.
0/ 0/6,2,TKCVMBRO6WAVY7Y5,active,online,normal,match,no,The lean spelling expresses.
0/ 0/6,3,D21ZOP9ZM2BUOGLU,active,-,-,-,yes,The watery latex hypothesizes.
0/ 0/6,4,U93VPEI0RXZS308P,active,offline,initial,initial,no,The disgusted canon formulates.
0/ 0/6,5,7O8BJWJW5Z7JNXZ4,active,offline,initial,initial,no,The dramatic waitress overtakes.
0/ 0/6,6,HCLIKL9ZWU9H6D01,active,offline,initial,initial,no,The grubby discrimination smiles.
0/ 0/6,7,85OOB1F6MRNN0GD2,active,online,normal,match,no,The careful nursery floods.
0/ 0/6,8,U1DDUTC6BBP1YBHG,active,offline,initial,initial,no,The psychotic crab misspells.
0/ 0/6,9,JKQUIWKAY0QIJGJX,active,offline,initial,initial,no,The psychotic laboratory misleads.
0/ 0/7,0,MD6E2KSJYYHY6CBW,active,online,normal,match,no,The worthless son joins.
0/ 0/7,1,0YO7633D8K1D0F6Z,active,-,-,-,yes,The thoughtless liner needs.
0/ 0/7,2,K17JMMSU04YPYYFN,active,online,normal,match,no,The chubby jacket digs.
0/ 0/7,3,IW65DS6ZF15VLOBF,active,-,-,-,yes,The verdant bamboo shines.
0/ 0/7,4,D1I85C1RKI5JE9OL,active,online,normal,match,no,The axiomatic seminar raises.
0/ 0/7,5,VE74FG2P9I9I2U1E,active,-,-,-,yes,The clever stab loads.
0/ 0/7,6,TLE0L3LC8HI2F7VG,active,-,-,-,yes,The racial behold considers.
0/ 0/7,7,8OVT81N1VIXFSA2B,active,-,-,-,yes,The credible signify battles.
0/ 0/7,8,FM06YXLKMM2Z5FK4,active,online,normal,mismatch,no,The premium riot wears.
0/ 0/7,9,YWNOWBOFHZ526KWF,active,offline,initial,initial,no,The lean tip retrieves.
0/ 0/7,10,918QZAQCH3V6E1WT,active,online,normal,match,no,The diligent mankind sprouts.
0/ 0/7,11,DTWEX4UJ6J5TSDFN,active,offline,initial,initial,no,The adorable try glows.
0/ 0/7,12,SR8OCAIG2MT5EQ9B,active,online,normal,match,no,The glib punch creates.
0/ 0/7,13,LF0G74TVRMKAKVCO,active,online,normal,mismatch,no,The witty allegation unifies.
0/ 0/7,14,5UWTGDQEP4VAZVF3,active,-,-,-,yes,The needless component injures.
0/ 0/7,15,U14PYDOO4EZYRHIP,active,offline,initial,initial,no,The glorious impediment carries.
0/ 0/7,16,T4G6RRQMQX2ZMMDT,active,online,normal,match,no,The noisy nightgown withdraws.
0/ 0/7,17,IUSLRR0PNE3PI400,active,online,normal,mismatch,no,The enchanting seaweed composes.
0/ 0/7,18,I7LXTVHBIKLZKVDL,active,-,-,-,yes,The endurable carotene dries.
0/ 0/7,19,29MLTYQVWCHKYW3N,active,offline,initial,initial,no,The vivacious bird shares.
0/ 0/7,20,6S0SD9Q8VII41TZQ,active,offline,initial,initial,no,The puny settler behaves.
0/ 0/7,21,2AEPYDCIZ69MUKFT,active,-,-,-,yes,The lackadaisical current parts.
0/ 0/7,22,HTYUID44117JXE57,active,online,normal,mismatch,no,The overconfident dose transfers.
0/ 0/7,23,OJV23RPF2Q1A3WNE,active,online,normal,mismatch,no,The efficacious kind spells.
0/ 0/7,24,D88YZL1T1C17YKYX,active,online,normal,mismatch,no,The many walkway sinks.
0/ 0/7,25,VRBJ3LIN3KFGUBK3,active,-,-,-,yes,The chivalrous material boasts.
