fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/2,22,1L13PCMLHO00MDAP,active,-,-,-,yes,The eager hoe disappears.
0/ 0/2,23,74BZ2CY8NRQM9U8M,active,offline,initial,initial,no,The pumped bird sails.
0/ 0/2,24,UDIKHRFMFQ4UMURQ,active,online,normal,match,no,The gifted utility swims.
0/ 0/3,0,T483R4N2SFPGW2GX,active,-,-,-,yes,The bashful passbook catalogs.
0/ 0/3,1,74O0CGPEEA500T7N,active,offline,initial,initial,no,The uppity skean sheds.
0/ 0/3,2,F98RRRLMWY4OMK8R,active,online,normal,mismatch,no,The elfin doe digs.
0/ 0/3,3,IY81GGM3FPSLIYS8,active,-,-,-,yes,The phobic forager governs.
0/ 0/3,4,ZXXQVBUC0H4JY6IC,active,online,normal,match,no,The foolish remote navigates.
0/ 0/3,5,RCUOH9DF9MAOD53A,active,online,normal,mismatch,no,The spectacular automaton lets.
0/ 0/3,6,VKKOPOOTEF877AM6,active,offline,initial,initial,no,The foregoing raid sweats.
0/ 0/3,7,Z1AOSOTFHXB635LH,active,-,-,-,yes,The defective cardboard retires.
0/ 0/3,8,I237IVLJ026AEP7M,active,offline,initial,initial,no,The cowardly pompom manipulates.
0/ 0/3,9,55UIOO3A38CUX87O,active,online,normal,match,no,The abrasive favor bangs.
0/ 0/3,10,86Y2PE5HJSO5O26Q,active,online,normal,mismatch,no,The unable estuary weighs.
0/ 0/3,11,TQRNWU8SLW3TSDWQ,active,online,normal,mismatch,no,The spectacular slice satisfies.
0/ 0/3,12,ECR0EY9N8UX6XGDX,active,offline,initial,initial,no,The organic impostor spares.
0/ 0/3,13,863X7KST394A89E6,active,-,-,-,yes,The lethal liquor freezes.
0/ 0/3,14,KUFJA94SD6BGIUL7,active,-,-,-,yes,The penitent dump overthrows.
0/ 0/3,15,31DT56S93RU4CP46,active,offline,initial,initial,no,The attractive black frames.
0/ 0/3,16,MCAPW122R8IM9N3D,active,online,normal,mismatch,no,The tiny godparent intends.
0/ 0/3,17,8AL9RMNSGJAFX5FC,active,online,normal,match,no,The penitent synergy restructures.
0/ 0/3,18,LHSS5DLFUBXH4IF5,active,offline,initial,initial,no,The sour crystallography observes.
0/ 0/3,19,KN3GW3H20GDI2LMM,active,offline,initial,initial,no,The giddy plot delegates.
0/ 0/3,20,YLMKKSHUGR53LQN7,active,-,-,-,yes,The gaping pricing explains.
0/ 0/3,21,BVUKZKG5JIN0DQ68,active,offline,initial,initial,no,The kind rehospitalisation tells.
0/ 0/3,22,7DFTMAGBX1IZG267,active,-,-,-,yes,The straight lyocell heats.
0/ 0/3,23,O6CBWKXYAB7H7CDV,active,online,normal,mismatch,no,The pleasant cobbler carves.
0/ 0/3,24,ZDI878T9H207Y0PH,active,offline,initial,initial,no,The grieving policy arranges.
0/ 0/3,25,ALUDTG141ALVXZNC,active,online,normal,match,no,The maniacal gateway interests.
0/ 0/4,0,3GZPRXZCCC3M1X59,active,online,normal,mismatch,no,The petite songbird unlocks.
0/ 0/5,0,Y15EVR14C2N9IYYC,active,offline,initial,initial,no,The wrong difference matches.
0/ 0/5,1,C2SIFT2V6SO1C4WV,active,online,normal,match,no,The bashful zipper apologizes.
0/ 0/5,2,6GB8F97K7E3ZU8KQ,active,online,normal,match,no,The oafish psychiatrist straps.
0/ 0/5,3,6ZJQW4LD9IOQ3ER8,active,offline,initial,initial,no,The absorbing paranoia paints.
0/ 0/5,4,IATSBCRLRSXW4FGL,active,offline,initial,initial,no,The hapless ephemera nominates.
0/ 0/5,5,XWC0ANITMW5SAIR1,active,offline,initial,initial,no,The parsimonious violin transports.
0/ 0/5,6,5BP9LLKBMSPR63PD,active,online,normal,mismatch,no,The decorous treatment acquires.
0/ 0/5,7,98YEQO9MCV1OBVD5,active,-,-,-,yes,The willing thrust reviews.
0/ 0/5,8,M214GWVDT8IZ3DLE,active,online,normal,match,no,The lively pet trains.
0/ 0/5,9,6QA1GX6PESXVDICH,active,offline,initial,initial,no,The greedy moron joins.
0/ 0/5,10,4WEYPQ4HKCR692IK,active,offline,initial,initial,no,The lean stick navigates.
0/ 0/5,11,CHET98JTGUMYSY2T,active,-,-,-,yes,The jumpy experimentation swears.
0/ 0/5,12,PQAPAJIN9DBPNRWB,active,online,normal,mismatch,no,The trashy checkout sells.
0/ 0/5,13,0YJMHIFWG0A4Z78X,active,offline,initial,initial,no,The lamentable baker hypothesizes.
0/ 0/5,14,Q4POV74LHJ82MW0N,active,offline,initial,initial,no,The observant prohibition speaks.
0/ 0/5,15,GRC8LAMVJU6DOJPQ,active,offline,initial,initial,no,The forgetful interviewer tours.
0/ 0/5,16,W4WBF6MI2DIXHAIE,active,online,normal,match,no,The picayune grant mourns.
0/ 0/5,17,59T4JFHYEE66JFVE,active,online,normal,match,no,The lopsided possibility interprets.
0/ 0/5,18,VRL9B7ZARJ2NXUEW,active,online,normal,match,no,The skinny switching bares.
0/ 0/6,0,40S08XJO69LBLFJ4,active,-,-,-,yes,The amused thunderbolt hurts.
0/ 0/6,1,QS1IE28Y7WNTM9SV,active,online,normal,mismatch,no,The splendid opening procures.
0/ 0/7,0,A7G8V0H3O77YH1ST,active,online,normal,mismatch,no,The hulking abuse marks.
0/ 0/7,1,ZJJ9QXYOCO9F3U99,active,online,normal,match,no,The weary significance scatters.
0/ 0/7,2,4Y50HG8UM3E2DU0N,active,online,normal,match,no,The psychotic seaplane bears.
0/ 0/7,3,CFRYK4XDXB749OMY,active,online,normal,match,no,The stingy digging visits.
0/ 0/7,4,R3GOA2JVY3PHK63K,active,online,normal,mismatch,no,The cagey prejudice suspends.
